,age,annual_wages_eur,mp,starts,min,90s,gls,ast,g+a,g-pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg+xag,prgc,prgp,prgr,gls_90,ast_90,g+a_90,g-pk_90,g+a-pk_90,xg_90,xag_90,xg+xag_90,npxg_90,npxg+xag_90,touches,att_pen,att,succ,carries,totdist,mis,dis,rec,position_defence,position_forward,position_goalkeeper,position_midfield
719,28.0,7560000.0,35.0,35.0,35.0,25.7,7.0,3.0,10.0,6.0,1.0,1.0,2.0,0.0,8.0,7.2,4.1,11.2,146.0,84.0,264.0,0.27,0.12,0.39,0.23,0.35,0.31,0.16,0.47,0.28,0.44,1404.0,160.0,124.0,60.0,822.0,6278.0,52.0,34.0,922.0,1.0,0.0,0.0,0.0
720,26.0,7290000.0,3.0,3.0,3.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.56,0.66,1.22,0.56,1.22,32.0,2.0,2.0,0.0,20.0,142.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0
721,24.0,7290000.0,33.0,33.0,33.0,30.0,5.0,0.0,5.0,5.0,0.0,0.0,4.0,0.0,2.4,2.4,0.6,2.9,28.0,98.0,16.0,0.17,0.0,0.17,0.17,0.17,0.08,0.02,0.1,0.08,0.1,2216.0,31.0,19.0,11.0,1378.0,7011.0,16.0,6.0,1505.0,1.0,0.0,0.0,0.0
722,23.0,7000000.0,22.0,22.0,22.0,20.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,2.1,2.1,0.8,2.9,29.0,79.0,11.0,0.0,0.1,0.1,0.0,0.1,0.1,0.04,0.15,0.1,0.15,1437.0,29.0,14.0,10.0,957.0,5938.0,9.0,6.0,1022.0,1.0,0.0,0.0,0.0
723,29.0,6900000.0,20.0,20.0,20.0,11.2,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.9,1.6,6.0,42.0,5.0,0.0,0.18,0.18,0.0,0.18,0.07,0.08,0.14,0.07,0.14,751.0,8.0,10.0,5.0,413.0,1449.0,6.0,10.0,511.0,0.0,0.0,0.0,1.0
724,29.0,6800000.0,15.0,15.0,15.0,10.7,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,2.4,1.6,2.7,4.4,42.0,41.0,76.0,0.19,0.19,0.37,0.09,0.28,0.23,0.26,0.48,0.15,0.41,607.0,43.0,44.0,17.0,406.0,2332.0,34.0,22.0,489.0,0.0,0.0,0.0,1.0
725,17.0,6800000.0,36.0,36.0,36.0,28.1,2.0,4.0,6.0,2.0,0.0,0.0,10.0,0.0,3.2,3.2,3.7,6.9,49.0,134.0,153.0,0.07,0.14,0.21,0.07,0.21,0.11,0.13,0.24,0.11,0.24,1509.0,71.0,63.0,27.0,1002.0,5348.0,56.0,33.0,1133.0,0.0,0.0,0.0,1.0
726,28.0,6670000.0,30.0,30.0,30.0,21.4,2.0,7.0,9.0,2.0,0.0,0.0,5.0,0.0,1.6,1.6,5.5,7.1,55.0,182.0,68.0,0.09,0.33,0.42,0.09,0.42,0.07,0.26,0.33,0.07,0.33,1598.0,18.0,32.0,16.0,1026.0,5240.0,32.0,15.0,1279.0,0.0,0.0,0.0,1.0
727,34.0,6450000.0,31.0,31.0,31.0,19.9,1.0,3.0,4.0,0.0,1.0,2.0,3.0,1.0,3.3,1.7,1.9,3.7,42.0,148.0,84.0,0.05,0.15,0.2,0.0,0.15,0.17,0.1,0.26,0.09,0.18,1435.0,33.0,11.0,4.0,852.0,3733.0,24.0,13.0,1002.0,0.0,0.0,0.0,1.0
728,31.0,6250000.0,24.0,24.0,24.0,13.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,0.3,1.2,26.0,71.0,12.0,0.08,0.0,0.08,0.08,0.08,0.07,0.03,0.09,0.07,0.09,1114.0,11.0,2.0,2.0,727.0,4516.0,8.0,1.0,816.0,1.0,0.0,0.0,0.0
729,21.0,6000000.0,24.0,24.0,24.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.6,1.6,0.2,1.8,25.0,105.0,6.0,0.06,0.0,0.06,0.06,0.06,0.1,0.02,0.11,0.1,0.11,1397.0,5.0,4.0,2.0,918.0,4539.0,10.0,2.0,1049.0,1.0,0.0,0.0,0.0
730,27.0,5830000.0,31.0,31.0,31.0,30.1,1.0,3.0,4.0,1.0,0.0,1.0,4.0,0.0,1.9,1.1,5.5,6.5,74.0,124.0,200.0,0.03,0.1,0.13,0.03,0.13,0.06,0.18,0.24,0.04,0.22,1986.0,49.0,36.0,25.0,1006.0,5028.0,19.0,12.0,1132.0,1.0,0.0,0.0,0.0
731,36.0,5600000.0,35.0,35.0,35.0,10.7,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,5.2,5.2,1.1,6.3,12.0,38.0,62.0,0.19,0.28,0.47,0.19,0.47,0.48,0.1,0.59,0.48,0.59,446.0,68.0,12.0,6.0,230.0,940.0,13.0,8.0,321.0,0.0,1.0,0.0,0.0
732,30.0,5600000.0,34.0,34.0,34.0,30.9,3.0,1.0,4.0,3.0,0.0,0.0,8.0,0.0,1.7,1.7,0.4,2.1,29.0,110.0,6.0,0.1,0.03,0.13,0.1,0.13,0.06,0.01,0.07,0.06,0.07,1911.0,18.0,5.0,3.0,1103.0,5878.0,14.0,2.0,1278.0,1.0,0.0,0.0,0.0
733,30.0,5420000.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.0,0.0,0.0,0.0,335.0,1591.0,0.0,0.0,283.0,0.0,0.0,1.0,0.0
734,31.0,5330000.0,21.0,21.0,21.0,16.7,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0.7,0.7,0.3,0.9,12.0,61.0,1.0,0.06,0.0,0.06,0.06,0.06,0.04,0.02,0.05,0.04,0.05,959.0,20.0,0.0,0.0,454.0,2724.0,5.0,1.0,516.0,1.0,0.0,0.0,0.0
735,36.0,5300000.0,28.0,28.0,28.0,21.5,2.0,5.0,7.0,2.0,0.0,0.0,3.0,0.0,3.8,3.8,3.6,7.3,70.0,162.0,121.0,0.09,0.23,0.33,0.09,0.33,0.17,0.17,0.34,0.17,0.34,1378.0,78.0,47.0,19.0,881.0,4932.0,37.0,24.0,1045.0,0.0,0.0,0.0,1.0
736,26.0,5250000.0,28.0,28.0,28.0,12.8,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,2.7,2.7,1.2,3.9,20.0,30.0,84.0,0.23,0.08,0.31,0.23,0.31,0.21,0.09,0.3,0.21,0.3,614.0,48.0,34.0,12.0,344.0,1529.0,45.0,25.0,391.0,0.0,0.0,0.0,1.0
737,30.0,5000000.0,23.0,23.0,23.0,14.5,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,2.4,2.4,0.9,3.3,47.0,97.0,72.0,0.28,0.07,0.34,0.28,0.34,0.17,0.06,0.23,0.17,0.23,1051.0,31.0,13.0,5.0,658.0,2976.0,9.0,3.0,781.0,1.0,0.0,0.0,0.0
738,25.0,4790000.0,35.0,35.0,35.0,30.7,8.0,2.0,10.0,8.0,0.0,2.0,4.0,0.0,7.9,6.3,2.7,9.0,58.0,64.0,166.0,0.26,0.07,0.33,0.26,0.33,0.26,0.09,0.35,0.2,0.29,1040.0,118.0,70.0,27.0,639.0,3327.0,63.0,54.0,763.0,0.0,1.0,0.0,0.0
739,28.0,4580000.0,35.0,35.0,35.0,32.6,15.0,3.0,18.0,11.0,4.0,5.0,6.0,1.0,12.5,8.6,2.1,10.6,28.0,60.0,152.0,0.46,0.09,0.55,0.34,0.43,0.38,0.06,0.45,0.26,0.33,1194.0,112.0,31.0,12.0,601.0,2558.0,80.0,46.0,896.0,0.0,1.0,0.0,0.0
740,31.0,4500000.0,22.0,22.0,22.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.2,0.2,0.0,0.2,20.0,74.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,1317.0,6.0,5.0,4.0,777.0,3967.0,2.0,3.0,892.0,1.0,0.0,0.0,0.0
741,36.0,4400000.0,32.0,32.0,32.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,2.8,3.1,46.0,99.0,207.0,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.14,0.01,0.14,1506.0,29.0,22.0,11.0,867.0,4515.0,17.0,10.0,976.0,1.0,0.0,0.0,0.0
742,28.0,4380000.0,18.0,18.0,18.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,1.1,1.6,26.0,43.0,34.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.15,0.05,0.15,541.0,12.0,28.0,19.0,311.0,2014.0,13.0,11.0,363.0,0.0,0.0,0.0,1.0
743,26.0,4380000.0,5.0,5.0,5.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,1.0,1.0,150.0,824.0,8.0,0.0,186.0,1.0,0.0,0.0,0.0
744,25.0,4280000.0,31.0,31.0,31.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1007.0,0.0,0.0,0.0,598.0,3166.0,1.0,0.0,480.0,0.0,0.0,1.0,0.0
745,32.0,4280000.0,29.0,29.0,29.0,26.7,1.0,1.0,2.0,1.0,0.0,0.0,9.0,1.0,1.3,1.3,1.4,2.7,59.0,179.0,95.0,0.04,0.04,0.07,0.04,0.07,0.05,0.05,0.1,0.05,0.1,1865.0,24.0,30.0,12.0,966.0,4831.0,22.0,14.0,1047.0,1.0,0.0,0.0,0.0
746,30.0,4200000.0,2.0,2.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0
747,30.0,4200000.0,2.0,2.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,24.0,12.0,5.0,247.0,953.0,12.0,3.0,306.0,1.0,0.0,0.0,0.0
748,30.0,4200000.0,12.0,12.0,12.0,7.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,1.0,16.0,20.0,57.0,0.13,0.0,0.13,0.13,0.13,0.1,0.04,0.14,0.1,0.14,11.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0
749,30.0,4200000.0,12.0,12.0,12.0,7.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,1.0,16.0,20.0,57.0,0.13,0.0,0.13,0.13,0.13,0.1,0.04,0.14,0.1,0.14,500.0,24.0,12.0,5.0,247.0,953.0,12.0,3.0,306.0,1.0,0.0,0.0,0.0
750,30.0,3954600.0,2.0,2.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0
751,30.0,3954600.0,2.0,2.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,24.0,12.0,5.0,247.0,953.0,12.0,3.0,306.0,1.0,0.0,0.0,0.0
752,30.0,3954600.0,12.0,12.0,12.0,7.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,1.0,16.0,20.0,57.0,0.13,0.0,0.13,0.13,0.13,0.1,0.04,0.14,0.1,0.14,11.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0
753,30.0,3954600.0,12.0,12.0,12.0,7.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,1.0,16.0,20.0,57.0,0.13,0.0,0.13,0.13,0.13,0.1,0.04,0.14,0.1,0.14,500.0,24.0,12.0,5.0,247.0,953.0,12.0,3.0,306.0,1.0,0.0,0.0,0.0
754,20.0,4170000.0,19.0,19.0,19.0,15.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.5,4.0,66.0,0.0,0.07,0.0,0.07,0.07,0.07,0.03,0.0,0.03,0.03,0.03,894.0,11.0,12.0,10.0,547.0,2428.0,4.0,3.0,627.0,1.0,0.0,0.0,0.0
755,35.0,4170000.0,25.0,25.0,25.0,16.1,5.0,2.0,7.0,3.0,2.0,3.0,6.0,0.0,6.0,3.6,1.7,5.3,8.0,20.0,53.0,0.31,0.12,0.43,0.19,0.31,0.37,0.11,0.48,0.22,0.33,476.0,54.0,10.0,4.0,230.0,904.0,30.0,9.0,356.0,0.0,1.0,0.0,0.0
756,24.0,4170000.0,35.0,35.0,35.0,23.8,3.0,5.0,8.0,3.0,0.0,0.0,5.0,0.0,2.7,2.7,2.0,4.7,93.0,66.0,185.0,0.13,0.21,0.34,0.13,0.34,0.12,0.08,0.2,0.12,0.2,1003.0,71.0,110.0,44.0,675.0,5637.0,56.0,28.0,721.0,0.0,0.0,0.0,1.0
757,33.0,4160000.0,29.0,29.0,29.0,18.0,2.0,1.0,3.0,2.0,0.0,0.0,11.0,1.0,1.4,1.4,1.0,2.4,29.0,116.0,24.0,0.11,0.06,0.17,0.11,0.17,0.08,0.06,0.13,0.08,0.13,1134.0,9.0,31.0,15.0,748.0,4717.0,21.0,21.0,772.0,0.0,0.0,0.0,1.0
758,26.0,4120000.0,22.0,22.0,22.0,12.5,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,2.4,2.4,3.3,5.6,35.0,97.0,70.0,0.16,0.24,0.4,0.16,0.4,0.19,0.26,0.45,0.19,0.45,854.0,42.0,47.0,22.0,555.0,3286.0,31.0,23.0,651.0,0.0,0.0,0.0,1.0
759,27.0,4000000.0,28.0,28.0,28.0,26.9,2.0,1.0,3.0,2.0,0.0,0.0,9.0,0.0,2.0,2.0,0.6,2.6,9.0,63.0,3.0,0.07,0.04,0.11,0.07,0.11,0.07,0.02,0.1,0.07,0.1,1623.0,30.0,10.0,6.0,861.0,3631.0,9.0,1.0,1041.0,1.0,0.0,0.0,0.0
760,34.0,3860000.0,19.0,19.0,19.0,11.8,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.4,1.4,1.7,3.1,34.0,82.0,67.0,0.08,0.08,0.17,0.08,0.17,0.12,0.15,0.27,0.12,0.27,637.0,27.0,36.0,15.0,470.0,2985.0,21.0,13.0,513.0,0.0,1.0,0.0,0.0
761,33.0,3800000.0,37.0,37.0,37.0,36.5,3.0,4.0,7.0,1.0,2.0,4.0,6.0,0.0,4.7,1.3,4.1,5.4,26.0,250.0,32.0,0.08,0.11,0.19,0.03,0.14,0.13,0.11,0.24,0.04,0.15,2855.0,14.0,41.0,29.0,1600.0,6461.0,31.0,35.0,1977.0,0.0,0.0,0.0,1.0
762,25.0,3800000.0,34.0,34.0,34.0,33.9,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,2.4,2.4,1.0,3.5,76.0,197.0,12.0,0.03,0.0,0.03,0.03,0.03,0.07,0.03,0.1,0.07,0.1,2495.0,32.0,35.0,26.0,1573.0,10882.0,22.0,4.0,1708.0,1.0,0.0,0.0,0.0
763,23.0,3750000.0,26.0,26.0,26.0,16.1,6.0,0.0,6.0,5.0,1.0,1.0,4.0,0.0,6.6,5.9,2.4,8.2,58.0,33.0,126.0,0.37,0.0,0.37,0.31,0.31,0.41,0.15,0.56,0.36,0.51,583.0,65.0,63.0,30.0,358.0,3045.0,39.0,22.0,392.0,0.0,1.0,0.0,0.0
764,31.0,3740000.0,16.0,16.0,16.0,8.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.9,11.0,29.0,27.0,0.12,0.0,0.12,0.12,0.12,0.12,0.12,0.23,0.12,0.23,391.0,18.0,6.0,2.0,200.0,885.0,18.0,14.0,286.0,0.0,0.0,0.0,1.0
765,30.0,3620000.0,21.0,21.0,21.0,13.7,7.0,3.0,10.0,6.0,1.0,2.0,4.0,0.0,9.0,7.5,2.7,10.1,21.0,68.0,108.0,0.51,0.22,0.73,0.44,0.66,0.66,0.19,0.86,0.55,0.74,634.0,67.0,56.0,29.0,401.0,1986.0,32.0,19.0,508.0,0.0,1.0,0.0,0.0
766,28.0,3600000.0,23.0,23.0,23.0,17.7,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.9,0.9,0.6,1.5,9.0,123.0,22.0,0.0,0.06,0.06,0.0,0.06,0.05,0.03,0.08,0.05,0.08,1221.0,8.0,10.0,5.0,690.0,2675.0,16.0,5.0,903.0,0.0,0.0,0.0,1.0
767,32.0,3560000.0,20.0,20.0,20.0,18.4,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,1.5,1.5,0.6,2.1,18.0,54.0,4.0,0.16,0.05,0.22,0.16,0.22,0.08,0.03,0.12,0.08,0.12,1379.0,16.0,6.0,6.0,823.0,4281.0,8.0,1.0,959.0,1.0,0.0,0.0,0.0
768,20.0,3500000.0,36.0,36.0,36.0,29.5,6.0,4.0,10.0,6.0,0.0,0.0,3.0,0.0,4.9,4.9,6.4,11.3,174.0,80.0,321.0,0.2,0.14,0.34,0.2,0.34,0.17,0.22,0.38,0.17,0.38,1382.0,148.0,200.0,83.0,891.0,7039.0,87.0,45.0,963.0,0.0,1.0,0.0,0.0
769,29.0,3500000.0,4.0,4.0,4.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,3.0,3.0,9.0,0.81,0.0,0.81,0.81,0.81,0.37,0.2,0.57,0.37,0.57,58.0,7.0,7.0,3.0,44.0,219.0,5.0,2.0,47.0,0.0,1.0,0.0,0.0
770,27.0,3500000.0,35.0,35.0,35.0,16.2,9.0,1.0,10.0,9.0,0.0,0.0,3.0,1.0,7.1,7.1,3.5,10.7,44.0,58.0,142.0,0.56,0.06,0.62,0.56,0.62,0.44,0.22,0.66,0.44,0.66,738.0,119.0,59.0,23.0,472.0,2244.0,58.0,31.0,568.0,0.0,1.0,0.0,0.0
771,30.0,3300000.0,32.0,32.0,32.0,20.5,6.0,0.0,6.0,6.0,0.0,0.0,10.0,1.0,5.3,5.3,1.4,6.7,66.0,69.0,162.0,0.29,0.0,0.29,0.29,0.29,0.26,0.07,0.33,0.26,0.33,1038.0,108.0,75.0,33.0,656.0,4074.0,55.0,50.0,751.0,0.0,1.0,0.0,0.0
772,22.0,3300000.0,19.0,19.0,19.0,16.1,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.3,0.3,0.1,0.4,7.0,42.0,2.0,0.06,0.0,0.06,0.06,0.06,0.02,0.01,0.02,0.02,0.02,1030.0,10.0,9.0,6.0,609.0,2716.0,6.0,2.0,648.0,1.0,0.0,0.0,0.0
773,22.0,1521000.0,19.0,19.0,19.0,16.1,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.3,0.3,0.1,0.4,7.0,42.0,2.0,0.06,0.0,0.06,0.06,0.06,0.02,0.01,0.02,0.02,0.02,1030.0,10.0,9.0,6.0,609.0,2716.0,6.0,2.0,648.0,1.0,0.0,0.0,0.0
774,26.0,3250000.0,27.0,27.0,27.0,13.9,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1.9,2.9,36.0,80.0,79.0,0.07,0.22,0.29,0.07,0.29,0.07,0.14,0.21,0.07,0.21,936.0,23.0,44.0,21.0,607.0,3165.0,20.0,19.0,744.0,0.0,0.0,0.0,1.0
775,26.0,3200000.0,33.0,33.0,33.0,27.7,2.0,9.0,11.0,2.0,0.0,1.0,5.0,1.0,4.4,3.6,5.7,9.3,30.0,172.0,107.0,0.07,0.32,0.4,0.07,0.4,0.16,0.2,0.36,0.13,0.34,1861.0,79.0,42.0,22.0,1020.0,3933.0,48.0,37.0,1263.0,0.0,0.0,0.0,1.0
776,25.0,3200000.0,23.0,23.0,23.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.2,0.2,0.3,0.5,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,1130.0,7.0,9.0,5.0,586.0,2625.0,9.0,0.0,664.0,1.0,0.0,0.0,0.0
777,25.0,3190000.0,11.0,11.0,11.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2,0.2,0.4,0.6,16.0,11.0,30.0,0.0,0.0,0.0,0.0,0.0,0.07,0.11,0.18,0.07,0.18,178.0,10.0,6.0,3.0,101.0,758.0,5.0,3.0,115.0,1.0,0.0,0.0,0.0
778,26.0,3140000.0,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
779,26.0,3140000.0,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807.0,107.0,75.0,29.0,458.0,2843.0,84.0,61.0,591.0,0.0,1.0,0.0,0.0
780,26.0,3140000.0,34.0,34.0,34.0,26.5,12.0,3.0,15.0,12.0,0.0,0.0,4.0,0.0,12.7,12.7,4.2,16.9,41.0,20.0,132.0,0.45,0.11,0.57,0.45,0.57,0.48,0.16,0.64,0.48,0.64,3.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
781,26.0,3140000.0,34.0,34.0,34.0,26.5,12.0,3.0,15.0,12.0,0.0,0.0,4.0,0.0,12.7,12.7,4.2,16.9,41.0,20.0,132.0,0.45,0.11,0.57,0.45,0.57,0.48,0.16,0.64,0.48,0.64,807.0,107.0,75.0,29.0,458.0,2843.0,84.0,61.0,591.0,0.0,1.0,0.0,0.0
782,25.0,3130000.0,10.0,10.0,10.0,5.3,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.7,1.9,0.4,2.3,12.0,2.0,35.0,0.38,0.0,0.38,0.19,0.19,0.5,0.07,0.58,0.36,0.43,135.0,23.0,8.0,3.0,88.0,490.0,11.0,6.0,103.0,0.0,1.0,0.0,0.0
783,25.0,3130000.0,10.0,10.0,10.0,5.3,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.7,1.9,0.4,2.3,12.0,2.0,35.0,0.38,0.0,0.38,0.19,0.19,0.5,0.07,0.58,0.36,0.43,72.0,8.0,6.0,3.0,44.0,233.0,1.0,3.0,58.0,0.0,1.0,0.0,0.0
784,25.0,3130000.0,9.0,9.0,9.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.9,5.0,2.0,19.0,0.53,0.0,0.53,0.53,0.53,0.43,0.02,0.45,0.43,0.45,135.0,23.0,8.0,3.0,88.0,490.0,11.0,6.0,103.0,0.0,1.0,0.0,0.0
785,25.0,3130000.0,9.0,9.0,9.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.9,5.0,2.0,19.0,0.53,0.0,0.53,0.53,0.53,0.43,0.02,0.45,0.43,0.45,72.0,8.0,6.0,3.0,44.0,233.0,1.0,3.0,58.0,0.0,1.0,0.0,0.0
786,25.0,2737800.0,10.0,10.0,10.0,5.3,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.7,1.9,0.4,2.3,12.0,2.0,35.0,0.38,0.0,0.38,0.19,0.19,0.5,0.07,0.58,0.36,0.43,135.0,23.0,8.0,3.0,88.0,490.0,11.0,6.0,103.0,0.0,1.0,0.0,0.0
787,25.0,2737800.0,10.0,10.0,10.0,5.3,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.7,1.9,0.4,2.3,12.0,2.0,35.0,0.38,0.0,0.38,0.19,0.19,0.5,0.07,0.58,0.36,0.43,72.0,8.0,6.0,3.0,44.0,233.0,1.0,3.0,58.0,0.0,1.0,0.0,0.0
788,25.0,2737800.0,9.0,9.0,9.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.9,5.0,2.0,19.0,0.53,0.0,0.53,0.53,0.53,0.43,0.02,0.45,0.43,0.45,135.0,23.0,8.0,3.0,88.0,490.0,11.0,6.0,103.0,0.0,1.0,0.0,0.0
789,25.0,2737800.0,9.0,9.0,9.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.9,5.0,2.0,19.0,0.53,0.0,0.53,0.53,0.53,0.43,0.02,0.45,0.43,0.45,72.0,8.0,6.0,3.0,44.0,233.0,1.0,3.0,58.0,0.0,1.0,0.0,0.0
790,25.0,3130000.0,30.0,30.0,30.0,17.4,0.0,4.0,4.0,0.0,0.0,0.0,8.0,0.0,0.9,0.9,2.1,3.0,60.0,204.0,60.0,0.0,0.23,0.23,0.0,0.23,0.05,0.12,0.17,0.05,0.17,1690.0,34.0,66.0,40.0,1243.0,6885.0,19.0,26.0,1366.0,0.0,0.0,0.0,1.0
791,31.0,3120000.0,31.0,31.0,31.0,27.3,10.0,2.0,12.0,10.0,0.0,0.0,5.0,1.0,9.2,9.2,1.4,10.6,32.0,54.0,126.0,0.37,0.07,0.44,0.37,0.44,0.34,0.05,0.39,0.34,0.39,696.0,75.0,53.0,17.0,410.0,2073.0,52.0,19.0,514.0,0.0,1.0,0.0,0.0
792,27.0,3120000.0,2.0,2.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,8.0,4.0,19.0,171.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0
793,27.0,3100000.0,19.0,19.0,19.0,8.9,4.0,0.0,4.0,3.0,1.0,2.0,2.0,0.0,5.1,3.5,0.5,4.0,13.0,18.0,51.0,0.45,0.0,0.45,0.34,0.34,0.57,0.06,0.63,0.39,0.45,275.0,43.0,29.0,17.0,205.0,917.0,29.0,19.0,231.0,0.0,1.0,0.0,0.0
794,31.0,3090000.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,298.0,0.0,0.0,0.0,124.0,746.0,0.0,0.0,87.0,0.0,0.0,1.0,0.0
