,age,annual_wages_eur,mp,starts,min,90s,gls,ast,g+a,g-pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg+xag,prgc,prgp,prgr,gls_90,ast_90,g+a_90,g-pk_90,g+a-pk_90,xg_90,xag_90,xg+xag_90,npxg_90,npxg+xag_90,touches,att_pen,att,succ,carries,totdist,mis,dis,rec,position_defence,position_forward,position_goalkeeper,position_midfield
1191,27.0,470000.0,24.0,24.0,24.0,9.9,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.6,2.6,37.0,38.0,91.0,0.1,0.3,0.4,0.1,0.4,0.11,0.16,0.26,0.11,0.26,45.0,1.0,5.0,1.0,27.0,126.0,1.0,1.0,27.0,0.0,0.0,0.0,1.0
1192,27.0,470000.0,24.0,24.0,24.0,9.9,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.6,2.6,37.0,38.0,91.0,0.1,0.3,0.4,0.1,0.4,0.11,0.16,0.26,0.11,0.26,486.0,44.0,71.0,24.0,323.0,2281.0,20.0,22.0,347.0,0.0,0.0,0.0,1.0
1193,27.0,470000.0,31.0,31.0,31.0,14.6,0.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,1.2,1.2,2.4,3.6,52.0,16.0,103.0,0.0,0.07,0.07,0.0,0.07,0.08,0.17,0.25,0.08,0.25,590.0,22.0,47.0,12.0,356.0,2612.0,38.0,23.0,378.0,0.0,0.0,0.0,1.0
1194,25.0,460000.0,27.0,27.0,27.0,14.6,1.0,6.0,7.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,3.9,5.1,61.0,35.0,185.0,0.07,0.41,0.48,0.07,0.48,0.08,0.26,0.35,0.08,0.35,674.0,55.0,89.0,39.0,459.0,3154.0,44.0,25.0,498.0,0.0,1.0,0.0,0.0
1195,25.0,460000.0,7.0,7.0,7.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,0.9,0.9,0.3,1.1,11.0,10.0,9.0,0.67,0.34,1.01,0.67,1.01,0.29,0.09,0.38,0.29,0.38,138.0,11.0,25.0,11.0,80.0,507.0,6.0,10.0,84.0,0.0,0.0,0.0,1.0
1196,21.0,460000.0,38.0,38.0,38.0,26.7,6.0,5.0,11.0,6.0,0.0,0.0,1.0,0.0,7.3,7.3,2.4,9.6,40.0,42.0,122.0,0.22,0.19,0.41,0.22,0.41,0.27,0.09,0.36,0.27,0.36,782.0,101.0,46.0,18.0,483.0,2631.0,71.0,35.0,561.0,0.0,1.0,0.0,0.0
1197,28.0,450000.0,33.0,33.0,33.0,27.5,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,1.4,1.4,0.3,1.6,12.0,98.0,17.0,0.04,0.0,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06,1459.0,32.0,21.0,11.0,631.0,2565.0,31.0,14.0,770.0,0.0,0.0,0.0,1.0
1198,31.0,450000.0,5.0,5.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,27.0,1.0,1.0,1.0,18.0,75.0,3.0,1.0,20.0,0.0,1.0,0.0,0.0
1199,30.0,450000.0,37.0,37.0,37.0,35.9,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,2.8,3.1,75.0,131.0,147.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,2116.0,26.0,31.0,11.0,1021.0,5129.0,22.0,9.0,1150.0,1.0,0.0,0.0,0.0
1200,22.0,450000.0,32.0,32.0,32.0,18.9,4.0,4.0,8.0,4.0,0.0,0.0,4.0,0.0,5.6,5.6,2.0,7.6,17.0,14.0,73.0,0.21,0.21,0.42,0.21,0.42,0.3,0.11,0.4,0.3,0.4,576.0,84.0,31.0,14.0,348.0,1327.0,74.0,24.0,438.0,0.0,1.0,0.0,0.0
1201,24.0,450000.0,12.0,12.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.2,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,233.0,1.0,5.0,3.0,116.0,369.0,5.0,0.0,136.0,0.0,0.0,0.0,1.0
1202,34.0,440000.0,35.0,35.0,35.0,23.3,3.0,6.0,9.0,3.0,0.0,0.0,8.0,0.0,2.4,2.4,3.2,5.6,43.0,76.0,64.0,0.13,0.26,0.39,0.13,0.39,0.1,0.14,0.24,0.1,0.24,950.0,42.0,55.0,28.0,559.0,3428.0,47.0,37.0,604.0,0.0,0.0,0.0,1.0
1203,31.0,440000.0,19.0,19.0,19.0,15.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,0.3,0.8,8.0,38.0,3.0,0.06,0.0,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05,992.0,16.0,1.0,1.0,595.0,3035.0,0.0,2.0,693.0,1.0,0.0,0.0,0.0
1204,27.0,420000.0,19.0,19.0,19.0,16.3,8.0,3.0,11.0,6.0,2.0,2.0,4.0,0.0,7.5,5.9,2.6,8.5,25.0,17.0,72.0,0.49,0.18,0.67,0.37,0.55,0.46,0.16,0.62,0.36,0.52,472.0,89.0,26.0,10.0,304.0,1538.0,65.0,36.0,370.0,0.0,1.0,0.0,0.0
1205,25.0,420000.0,36.0,36.0,36.0,25.6,1.0,2.0,3.0,1.0,0.0,0.0,9.0,0.0,2.3,2.3,2.2,4.5,54.0,134.0,82.0,0.04,0.08,0.12,0.04,0.12,0.09,0.09,0.17,0.09,0.17,1546.0,45.0,69.0,30.0,911.0,5542.0,49.0,34.0,1028.0,0.0,0.0,0.0,1.0
1206,33.0,420000.0,8.0,8.0,8.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,249.0,2.0,0.0,0.0,124.0,595.0,0.0,1.0,147.0,1.0,0.0,0.0,0.0
1207,26.0,420000.0,28.0,28.0,28.0,13.6,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.7,2.7,0.8,3.5,33.0,16.0,69.0,0.15,0.0,0.15,0.15,0.15,0.2,0.06,0.25,0.2,0.25,464.0,40.0,34.0,14.0,261.0,1666.0,41.0,22.0,283.0,0.0,0.0,0.0,1.0
1208,21.0,420000.0,8.0,8.0,8.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,150.0,804.0,0.0,0.0,105.0,0.0,0.0,1.0,0.0
1209,25.0,420000.0,30.0,30.0,30.0,26.0,1.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,6.2,8.0,41.0,156.0,76.0,0.04,0.19,0.23,0.04,0.23,0.07,0.24,0.31,0.07,0.31,1867.0,23.0,26.0,13.0,1041.0,4868.0,19.0,12.0,1302.0,0.0,0.0,0.0,1.0
1210,20.0,420000.0,17.0,17.0,17.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.2,2.3,17.0,13.0,28.0,0.0,0.0,0.0,0.0,0.0,0.26,0.32,0.58,0.26,0.58,212.0,20.0,18.0,7.0,128.0,886.0,21.0,16.0,131.0,0.0,0.0,0.0,1.0
1211,31.0,420000.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,3.0,6.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0
1212,34.0,410000.0,18.0,18.0,18.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.3,0.4,5.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.09,0.03,0.09,260.0,2.0,6.0,3.0,129.0,694.0,6.0,7.0,146.0,0.0,0.0,0.0,1.0
1213,19.0,400000.0,33.0,33.0,33.0,30.4,3.0,4.0,7.0,3.0,0.0,0.0,11.0,0.0,1.9,1.9,4.3,6.3,64.0,113.0,98.0,0.1,0.13,0.23,0.1,0.23,0.06,0.14,0.21,0.06,0.21,1902.0,53.0,48.0,24.0,967.0,5242.0,36.0,17.0,1116.0,1.0,0.0,0.0,0.0
1214,27.0,400000.0,34.0,34.0,34.0,28.4,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.5,0.5,0.9,1.4,21.0,133.0,17.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,1501.0,17.0,20.0,7.0,762.0,4184.0,22.0,13.0,829.0,0.0,0.0,0.0,1.0
1215,24.0,400000.0,18.0,18.0,18.0,5.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.8,6.0,28.0,11.0,0.0,0.18,0.18,0.0,0.18,0.1,0.04,0.14,0.1,0.14,336.0,5.0,6.0,2.0,181.0,1012.0,6.0,3.0,214.0,0.0,0.0,0.0,1.0
1216,34.0,400000.0,19.0,19.0,19.0,14.030591572123177,1.6831442463533226,1.2098865478119936,2.893030794165316,1.5409238249594814,0.14222042139384117,0.18435980551053485,2.7864667747163696,0.12317666126418152,1.7674635332252837,1.621353322528363,1.2555915721231767,2.8767017828200974,21.48865478119935,47.1871961102107,46.28038897893031,0.11117504051863857,0.08590761750405186,0.19715964343598055,0.10305915721231768,0.18897893030794163,0.12930713128038898,0.08747568881685575,0.2164910858995138,0.12087115072933549,0.20801863857374392,760.7491896272285,27.421393841166935,23.178282009724473,10.578606158833063,427.0563209076175,2240.166936790924,18.96555915721232,11.201782820097245,484.1211507293355,0.0,0.0,1.0,0.0
1217,22.0,400000.0,6.0,6.0,6.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.1,0.6,7.0,1.0,15.0,0.51,0.0,0.51,0.51,0.51,0.23,0.07,0.3,0.23,0.3,63.0,8.0,7.0,3.0,38.0,308.0,4.0,2.0,39.0,0.0,1.0,0.0,0.0
1218,27.0,390000.0,5.0,5.0,5.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,51.0,6.0,3.0,1.0,29.0,110.0,2.0,5.0,38.0,0.0,0.0,0.0,1.0
1219,31.0,390000.0,14.0,14.0,14.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,1.2,7.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.18,0.03,0.21,0.18,0.21,191.0,17.0,7.0,0.0,99.0,373.0,18.0,4.0,125.0,0.0,1.0,0.0,0.0
1220,31.0,390000.0,14.0,14.0,14.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,1.2,7.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.18,0.03,0.21,0.18,0.21,413.0,41.0,24.0,12.0,241.0,1015.0,27.0,24.0,303.0,0.0,1.0,0.0,0.0
1221,31.0,390000.0,17.0,17.0,17.0,12.9,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,3.4,3.4,0.5,3.9,12.0,28.0,55.0,0.23,0.0,0.23,0.23,0.23,0.26,0.04,0.3,0.26,0.3,191.0,17.0,7.0,0.0,99.0,373.0,18.0,4.0,125.0,0.0,1.0,0.0,0.0
1222,31.0,390000.0,17.0,17.0,17.0,12.9,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,3.4,3.4,0.5,3.9,12.0,28.0,55.0,0.23,0.0,0.23,0.23,0.23,0.26,0.04,0.3,0.26,0.3,413.0,41.0,24.0,12.0,241.0,1015.0,27.0,24.0,303.0,0.0,1.0,0.0,0.0
1223,25.0,390000.0,32.0,32.0,32.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,0.8,1.4,22.0,34.0,56.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.12,0.05,0.12,602.0,16.0,26.0,12.0,349.0,2184.0,25.0,19.0,342.0,0.0,0.0,0.0,1.0
1224,25.0,390000.0,19.0,19.0,19.0,14.030591572123177,1.6831442463533226,1.2098865478119936,2.893030794165316,1.5409238249594814,0.14222042139384117,0.18435980551053485,2.7864667747163696,0.12317666126418152,1.7674635332252837,1.621353322528363,1.2555915721231767,2.8767017828200974,21.48865478119935,47.1871961102107,46.28038897893031,0.11117504051863857,0.08590761750405186,0.19715964343598055,0.10305915721231768,0.18897893030794163,0.12930713128038898,0.08747568881685575,0.2164910858995138,0.12087115072933549,0.20801863857374392,760.7491896272285,27.421393841166935,23.178282009724473,10.578606158833063,427.0563209076175,2240.166936790924,18.96555915721232,11.201782820097245,484.1211507293355,1.0,0.0,0.0,0.0
1225,26.0,390000.0,5.0,5.0,5.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,5.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.09,0.09,0.09,77.0,2.0,4.0,2.0,47.0,235.0,7.0,1.0,57.0,0.0,0.0,0.0,1.0
1226,33.0,390000.0,19.0,19.0,19.0,14.030591572123177,1.6831442463533226,1.2098865478119936,2.893030794165316,1.5409238249594814,0.14222042139384117,0.18435980551053485,2.7864667747163696,0.12317666126418152,1.7674635332252837,1.621353322528363,1.2555915721231767,2.8767017828200974,21.48865478119935,47.1871961102107,46.28038897893031,0.11117504051863857,0.08590761750405186,0.19715964343598055,0.10305915721231768,0.18897893030794163,0.12930713128038898,0.08747568881685575,0.2164910858995138,0.12087115072933549,0.20801863857374392,760.7491896272285,27.421393841166935,23.178282009724473,10.578606158833063,427.0563209076175,2240.166936790924,18.96555915721232,11.201782820097245,484.1211507293355,0.0,0.0,0.0,1.0
1227,23.0,380000.0,17.0,17.0,17.0,9.7,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.5,1.6,41.0,28.0,76.0,0.0,0.21,0.21,0.0,0.21,0.0,0.16,0.16,0.0,0.16,494.0,6.0,23.0,10.0,261.0,1869.0,12.0,3.0,281.0,1.0,0.0,0.0,0.0
1228,30.0,380000.0,25.0,25.0,25.0,18.6,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.4,0.4,0.9,1.3,3.0,49.0,6.0,0.05,0.0,0.05,0.05,0.05,0.02,0.05,0.07,0.02,0.07,723.0,10.0,8.0,4.0,324.0,1233.0,12.0,4.0,391.0,0.0,0.0,0.0,1.0
1229,32.0,380000.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1230,24.0,380000.0,37.0,37.0,37.0,26.0,7.0,2.0,9.0,7.0,0.0,0.0,4.0,0.0,7.8,7.8,2.6,10.4,60.0,58.0,117.0,0.27,0.08,0.35,0.27,0.35,0.3,0.1,0.4,0.3,0.4,847.0,91.0,56.0,23.0,528.0,3563.0,69.0,30.0,577.0,0.0,1.0,0.0,0.0
1231,34.0,370000.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,0.0,0.0,0.0,212.0,903.0,0.0,0.0,188.0,0.0,0.0,1.0,0.0
1232,20.0,360000.0,31.0,31.0,31.0,22.4,3.0,6.0,9.0,2.0,1.0,1.0,6.0,0.0,3.6,2.8,2.8,5.5,35.0,86.0,144.0,0.13,0.27,0.4,0.09,0.36,0.16,0.12,0.28,0.12,0.25,1051.0,55.0,62.0,31.0,652.0,3119.0,42.0,51.0,769.0,0.0,0.0,0.0,1.0
1233,29.0,360000.0,14.0,14.0,14.0,10.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,0.0,0.5,4.0,25.0,1.0,0.1,0.0,0.1,0.1,0.1,0.05,0.0,0.05,0.05,0.05,392.0,6.0,0.0,0.0,202.0,833.0,2.0,0.0,221.0,1.0,0.0,0.0,0.0
1234,20.0,360000.0,19.0,19.0,19.0,8.0,6.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,4.0,4.0,0.8,4.8,23.0,26.0,59.0,0.75,0.0,0.75,0.75,0.75,0.5,0.1,0.6,0.5,0.6,321.0,38.0,28.0,15.0,208.0,1424.0,18.0,11.0,236.0,0.0,1.0,0.0,0.0
1235,22.0,360000.0,34.0,34.0,34.0,24.2,4.0,4.0,8.0,4.0,0.0,0.0,1.0,0.0,4.0,4.0,3.7,7.7,116.0,85.0,171.0,0.17,0.17,0.33,0.17,0.33,0.17,0.15,0.32,0.17,0.32,1021.0,89.0,143.0,57.0,717.0,6218.0,62.0,30.0,764.0,0.0,0.0,0.0,1.0
1236,27.0,360000.0,35.0,35.0,35.0,34.5,1.0,1.0,2.0,1.0,0.0,0.0,14.0,1.0,1.4,1.4,1.4,2.8,8.0,119.0,2.0,0.03,0.03,0.06,0.03,0.06,0.04,0.04,0.08,0.04,0.08,2120.0,24.0,2.0,2.0,1220.0,5620.0,11.0,6.0,1348.0,1.0,0.0,0.0,0.0
1237,22.0,360000.0,3.0,3.0,3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,82.0,0.0,1.0,0.0,40.0,166.0,2.0,3.0,53.0,0.0,0.0,0.0,1.0
1238,21.0,360000.0,19.0,19.0,19.0,14.030591572123177,1.6831442463533226,1.2098865478119936,2.893030794165316,1.5409238249594814,0.14222042139384117,0.18435980551053485,2.7864667747163696,0.12317666126418152,1.7674635332252837,1.621353322528363,1.2555915721231767,2.8767017828200974,21.48865478119935,47.1871961102107,46.28038897893031,0.11117504051863857,0.08590761750405186,0.19715964343598055,0.10305915721231768,0.18897893030794163,0.12930713128038898,0.08747568881685575,0.2164910858995138,0.12087115072933549,0.20801863857374392,760.7491896272285,27.421393841166935,23.178282009724473,10.578606158833063,427.0563209076175,2240.166936790924,18.96555915721232,11.201782820097245,484.1211507293355,0.0,0.0,1.0,0.0
1239,23.0,350000.0,24.0,24.0,24.0,17.6,3.0,3.0,6.0,3.0,0.0,0.0,2.0,0.0,2.4,2.4,2.2,4.7,30.0,56.0,82.0,0.17,0.17,0.34,0.17,0.34,0.14,0.13,0.27,0.14,0.27,822.0,36.0,48.0,26.0,540.0,3377.0,32.0,37.0,631.0,0.0,0.0,0.0,1.0
1240,24.0,350000.0,16.0,16.0,16.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.0,0.4,5.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,493.0,8.0,9.0,5.0,268.0,1328.0,4.0,5.0,270.0,1.0,0.0,0.0,0.0
1241,24.0,350000.0,16.0,16.0,16.0,4.1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.7,0.8,13.0,19.0,25.0,0.0,0.49,0.49,0.0,0.49,0.02,0.17,0.19,0.02,0.19,229.0,8.0,16.0,7.0,113.0,658.0,7.0,4.0,122.0,0.0,1.0,0.0,0.0
1242,18.0,350000.0,19.0,19.0,19.0,6.5,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,1.7,3.4,30.0,8.0,63.0,0.15,0.31,0.46,0.15,0.46,0.27,0.25,0.52,0.27,0.52,281.0,29.0,39.0,16.0,192.0,1299.0,29.0,9.0,204.0,0.0,1.0,0.0,0.0
1243,24.0,350000.0,19.0,19.0,19.0,14.030591572123177,1.6831442463533226,1.2098865478119936,2.893030794165316,1.5409238249594814,0.14222042139384117,0.18435980551053485,2.7864667747163696,0.12317666126418152,1.7674635332252837,1.621353322528363,1.2555915721231767,2.8767017828200974,21.48865478119935,47.1871961102107,46.28038897893031,0.11117504051863857,0.08590761750405186,0.19715964343598055,0.10305915721231768,0.18897893030794163,0.12930713128038898,0.08747568881685575,0.2164910858995138,0.12087115072933549,0.20801863857374392,760.7491896272285,27.421393841166935,23.178282009724473,10.578606158833063,427.0563209076175,2240.166936790924,18.96555915721232,11.201782820097245,484.1211507293355,0.0,0.0,1.0,0.0
1244,35.0,340000.0,17.0,17.0,17.0,4.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.8,2.8,0.1,2.8,4.0,6.0,19.0,0.23,0.0,0.23,0.23,0.23,0.63,0.02,0.64,0.63,0.64,128.0,21.0,6.0,2.0,91.0,402.0,12.0,4.0,99.0,0.0,1.0,0.0,0.0
1245,29.0,340000.0,31.0,31.0,31.0,20.5,6.0,1.0,7.0,3.0,3.0,3.0,7.0,0.0,5.4,3.0,1.2,4.2,23.0,65.0,83.0,0.29,0.05,0.34,0.15,0.2,0.26,0.06,0.32,0.15,0.2,822.0,59.0,44.0,17.0,482.0,2068.0,47.0,22.0,558.0,0.0,1.0,0.0,0.0
1246,26.0,340000.0,8.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.14,0.04,0.14,66.0,3.0,6.0,2.0,48.0,318.0,5.0,3.0,51.0,0.0,0.0,0.0,1.0
1247,28.0,340000.0,32.0,32.0,32.0,14.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.6,2.6,0.3,2.9,10.0,65.0,5.0,0.07,0.0,0.07,0.07,0.07,0.18,0.02,0.2,0.18,0.2,891.0,19.0,11.0,5.0,480.0,2279.0,14.0,13.0,518.0,0.0,0.0,0.0,1.0
1248,34.0,330000.0,32.0,32.0,32.0,28.9,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,2.5,3.5,60.0,74.0,123.0,0.0,0.03,0.03,0.0,0.03,0.04,0.09,0.12,0.04,0.12,1364.0,37.0,25.0,10.0,689.0,3495.0,23.0,8.0,810.0,1.0,0.0,0.0,0.0
1249,21.0,330000.0,34.0,34.0,34.0,26.6,2.0,3.0,5.0,2.0,0.0,0.0,6.0,0.0,0.8,0.8,3.3,4.1,81.0,125.0,148.0,0.08,0.11,0.19,0.08,0.19,0.03,0.12,0.15,0.03,0.15,1628.0,39.0,75.0,35.0,959.0,5765.0,36.0,25.0,1037.0,1.0,0.0,0.0,0.0
1250,31.0,330000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1251,28.0,330000.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,68.0,453.0,0.0,0.0,36.0,0.0,0.0,1.0,0.0
1252,26.0,320000.0,35.0,35.0,35.0,27.4,7.0,2.0,9.0,7.0,0.0,1.0,7.0,1.0,8.3,7.5,2.9,10.5,58.0,63.0,160.0,0.26,0.07,0.33,0.26,0.33,0.3,0.11,0.41,0.27,0.38,1121.0,116.0,130.0,78.0,720.0,3507.0,139.0,85.0,810.0,0.0,1.0,0.0,0.0
1253,26.0,320000.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,8.0,1.0,1.0,1.0,7.0,44.0,2.0,0.0,7.0,0.0,0.0,0.0,1.0
1254,26.0,320000.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,70.0,4.0,5.0,1.0,34.0,215.0,3.0,4.0,33.0,0.0,0.0,0.0,1.0
1255,26.0,320000.0,10.0,10.0,10.0,1.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.5,2.0,4.0,10.0,0.57,0.57,1.13,0.57,1.13,0.13,0.13,0.26,0.13,0.26,8.0,1.0,1.0,1.0,7.0,44.0,2.0,0.0,7.0,0.0,0.0,0.0,1.0
1256,26.0,320000.0,10.0,10.0,10.0,1.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.5,2.0,4.0,10.0,0.57,0.57,1.13,0.57,1.13,0.13,0.13,0.26,0.13,0.26,70.0,4.0,5.0,1.0,34.0,215.0,3.0,4.0,33.0,0.0,0.0,0.0,1.0
1257,25.0,320000.0,15.0,15.0,15.0,7.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,0.2,3.2,9.0,6.0,35.0,0.13,0.0,0.13,0.13,0.13,0.38,0.03,0.41,0.38,0.41,276.0,56.0,22.0,8.0,110.0,481.0,24.0,3.0,175.0,0.0,1.0,0.0,0.0
1258,26.0,310000.0,27.0,27.0,27.0,24.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,0.1,0.6,6.0,42.0,3.0,0.04,0.0,0.04,0.04,0.04,0.02,0.0,0.03,0.02,0.03,1228.0,17.0,2.0,1.0,672.0,3137.0,9.0,1.0,759.0,1.0,0.0,0.0,0.0
1259,22.0,300000.0,33.0,33.0,33.0,22.6,3.0,2.0,5.0,3.0,0.0,0.0,10.0,0.0,2.4,2.4,2.0,4.4,17.0,111.0,25.0,0.13,0.09,0.22,0.13,0.22,0.11,0.09,0.2,0.11,0.2,1276.0,24.0,20.0,10.0,636.0,2794.0,34.0,15.0,749.0,0.0,0.0,0.0,1.0
1260,25.0,300000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,16.0,125.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0
1261,20.0,300000.0,21.0,21.0,21.0,14.0,7.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,6.3,6.3,1.3,7.6,18.0,14.0,51.0,0.5,0.14,0.64,0.5,0.64,0.45,0.09,0.54,0.45,0.54,407.0,53.0,17.0,6.0,201.0,1136.0,44.0,9.0,261.0,0.0,1.0,0.0,0.0
