Player,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
Matheus Henrique,30,21,1947,21.6,4,1,5,4,0,0,4,0,2.9,2.9,1.8,4.6,40,116,68,0.18,0.05,0.23,0.18,0.23,0.13,0.08,0.21,0.13,0.21
Thomas Henry,16,13,1030,11.4,2,0,2,2,0,0,4,0,1.7,1.7,1.1,2.8,3,18,58,0.17,0,0.17,0.17,0.17,0.15,0.09,0.24,0.15,0.24
Theo Hernández,32,32,2771,30.8,4,3,7,3,1,1,7,0,4.1,3.3,3.3,6.6,108,128,146,0.13,0.1,0.23,0.1,0.19,0.13,0.11,0.24,0.11,0.21
Isak Hien,32,28,2607,29,0,0,0,0,0,0,9,0,0.3,0.3,0.1,0.4,17,54,2,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Morten Hjulmand,35,34,2962,32.9,0,4,4,0,0,0,9,1,0.6,0.6,2.1,2.7,9,159,16,0,0.12,0.12,0,0.12,0.02,0.06,0.08,0.02,0.08
Emil Holm,20,17,1393,15.5,1,1,2,1,0,0,4,0,1.2,1.2,1.3,2.5,41,40,82,0.06,0.06,0.13,0.06,0.13,0.08,0.08,0.16,0.08,0.16
Martin Hongla,9,6,523,5.8,0,0,0,0,0,0,4,0,0.2,0.2,0.3,0.5,6,24,10,0,0,0,0,0,0.03,0.05,0.08,0.03,0.08
Petko Hristov,9,4,365,4.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,8,3,0,0,0,0,0,0.02,0,0.02,0.02,0.02
Ajdin Hrustic,6,3,226,2.5,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.9,7,8,12,0,0,0,0,0,0.13,0.24,0.37,0.13,0.37
Elseid Hysaj,34,22,1998,22.2,1,1,2,1,0,0,3,0,0.2,0.2,1.1,1.3,36,103,60,0.05,0.05,0.09,0.05,0.09,0.01,0.05,0.06,0.01,0.06
Rasmus Højlund,32,20,1834,20.4,9,2,11,9,0,0,1,0,9.5,9.5,2.4,11.8,40,37,224,0.44,0.1,0.54,0.44,0.54,0.47,0.12,0.58,0.47,0.58
Roger Ibanez,33,32,2796,31.1,3,0,3,3,0,0,11,1,3,3,0.6,3.5,24,77,9,0.1,0,0.1,0.1,0.1,0.1,0.02,0.11,0.1,0.11
Zlatan Ibrahimović,4,1,146,1.6,1,0,1,0,1,1,0,0,1.2,0.4,0.2,0.6,0,4,10,0.62,0,0.62,0,0,0.72,0.11,0.84,0.24,0.35
Antonio Iervolino,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
Igor,27,23,2057,22.9,0,0,0,0,0,0,10,1,0.5,0.5,0.2,0.8,19,76,2,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03
Jonathan Ikone,33,24,2007,22.3,4,4,8,4,0,0,4,0,4.1,4.1,3.7,7.8,83,67,178,0.18,0.18,0.36,0.18,0.36,0.18,0.17,0.35,0.18,0.35
Ivan Ilić,11,10,851,9.5,0,1,1,0,0,0,1,0,0.4,0.4,1,1.4,18,39,20,0,0.11,0.11,0,0.11,0.04,0.1,0.14,0.04,0.14
Ivan Ilić,14,13,1177,13.1,2,2,4,2,0,0,3,0,0.2,0.2,1.1,1.3,29,66,28,0.15,0.15,0.31,0.15,0.31,0.02,0.08,0.1,0.02,0.1
Samuel Iling-Junior,12,1,318,3.5,1,1,2,1,0,0,1,0,0.7,0.7,0.2,1,11,18,36,0.28,0.28,0.57,0.28,0.57,0.21,0.07,0.28,0.21,0.28
Emirhan İlkhan,4,1,87,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,2,8,3,0,0,0,0,0,0.05,0.1,0.14,0.05,0.14
Emirhan İlkhan,8,0,113,1.3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,5,8,0,0,0,0,0,0.02,0.05,0.08,0.02,0.08
Ciro Immobile,31,27,2219,24.7,12,5,17,8,4,5,3,0,14.2,10.3,1.9,12.2,40,43,174,0.49,0.2,0.69,0.32,0.53,0.57,0.08,0.65,0.42,0.49
Ardian Ismajli,25,22,2094,23.3,0,0,0,0,0,0,3,0,0.7,0.7,0.3,1,10,42,0,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04
Mihailo Ivanović,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armando Izzo,30,29,2466,27.4,1,0,1,1,0,0,10,0,2.1,2.1,0.9,3.1,22,96,29,0.04,0,0.04,0.04,0.04,0.08,0.03,0.11,0.08,0.11
Mato Jajalo,3,0,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0.1,0,4,1,0,0,0,0,0,0.07,0.07,0.14,0.07,0.14
Jesé,11,1,210,2.3,1,1,2,1,0,0,0,0,0.3,0.3,0.5,0.8,1,1,15,0.43,0.43,0.86,0.43,0.86,0.13,0.2,0.34,0.13,0.34
Juan Jesus,15,10,933,10.4,1,0,1,1,0,0,2,0,0.2,0.2,0.1,0.3,14,55,3,0.1,0,0.1,0.1,0.1,0.02,0.01,0.02,0.02,0.02
Þórir Jóhann Helgason,12,2,222,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.4,2,2,5,0,0,0,0,0,0.02,0.16,0.18,0.02,0.18
Luka Jović,31,16,1534,17,6,3,9,6,0,1,3,0,7.9,7.1,1.5,8.6,8,28,75,0.35,0.18,0.53,0.35,0.53,0.46,0.09,0.55,0.42,0.51
Hamed Junior Traorè,11,6,591,6.6,0,3,3,0,0,0,1,0,1,1,1.8,2.7,14,26,36,0,0.46,0.46,0,0.46,0.15,0.27,0.41,0.15,0.41
Yayah Kallon,22,8,860,9.6,1,1,2,1,0,0,1,0,1.7,1.7,1.5,3.2,33,22,64,0.1,0.1,0.21,0.1,0.21,0.17,0.16,0.33,0.17,0.33
Pierre Kalulu,34,26,2548,28.3,1,0,1,1,0,0,4,0,1.5,1.5,1.2,2.8,52,138,43,0.04,0,0.04,0.04,0.04,0.05,0.04,0.1,0.05,0.1
Yann Karamoh,21,7,716,8,4,0,4,4,0,0,2,0,3.3,3.3,0.7,4,27,12,74,0.5,0,0.5,0.5,0.5,0.41,0.09,0.5,0.41,0.5
Rick Karsdorp,13,8,711,7.9,0,0,0,0,0,0,0,0,0.3,0.3,1.2,1.5,16,24,33,0,0,0,0,0,0.03,0.15,0.19,0.03,0.19
Denso Kasius,7,4,342,3.8,0,2,2,0,0,0,1,0,0.1,0.1,0.7,0.8,9,9,21,0,0.53,0.53,0,0.53,0.03,0.18,0.21,0.03,0.21
Grigoris Kastanos,28,13,1286,14.3,2,1,3,2,0,0,4,0,1.9,1.9,0.6,2.5,27,57,59,0.14,0.07,0.21,0.14,0.21,0.13,0.05,0.18,0.13,0.18
Moise Kean,28,11,995,11.1,6,0,6,6,0,0,5,1,6.3,6.3,1.1,7.4,30,13,76,0.54,0,0.54,0.54,0.54,0.57,0.1,0.67,0.57,0.67
Jakub Kiwior,17,17,1443,16,0,0,0,0,0,0,3,0,0.6,0.6,0.2,0.8,13,37,6,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05
Simon Kjær,17,12,1007,11.2,0,0,0,0,0,0,4,0,0,0,0,0,3,45,1,0,0,0,0,0,0,0,0,0,0
Teun Koopmeiners,33,32,2858,31.8,10,4,14,8,2,4,7,0,7.6,4.3,6.4,10.7,60,186,106,0.31,0.13,0.44,0.25,0.38,0.24,0.2,0.44,0.14,0.34
Filip Kostić,37,33,2564,28.5,3,8,11,3,0,0,3,0,2.4,2.4,7.1,9.4,101,78,230,0.11,0.28,0.39,0.11,0.39,0.08,0.25,0.33,0.08,0.33
Christian Kouamé,28,22,1866,20.7,4,4,8,4,0,0,5,0,5.3,5.3,3.7,9,50,54,203,0.19,0.19,0.39,0.19,0.39,0.26,0.18,0.43,0.26,0.43
Viktor Kovalenko,18,7,548,6.1,0,0,0,0,0,0,1,0,1.6,1.6,0.6,2.2,4,22,28,0,0,0,0,0,0.26,0.09,0.36,0.26,0.36
Julian Kristoffersen,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Raimonds Krollis,4,0,36,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,2,4,0,0,0,0,0,0.24,0.06,0.31,0.24,0.31
Rade Krunić,23,18,1657,18.4,0,1,1,0,0,0,8,0,1.1,1.1,1.1,2.2,31,73,21,0,0.05,0.05,0,0.05,0.06,0.06,0.12,0.06,0.12
Marash Kumbulla,7,5,259,2.9,0,0,0,0,0,0,1,1,0,0,0.1,0.1,2,8,1,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04
Khvicha Kvaratskhelia,34,30,2518,28,12,10,22,10,2,2,1,0,8.2,6.6,7.7,14.2,139,91,291,0.43,0.36,0.79,0.36,0.71,0.29,0.27,0.56,0.23,0.51
Giorgos Kyriakopoulos,12,8,704,7.8,0,2,2,0,0,0,2,0,0.2,0.2,0.8,1,21,23,50,0,0.26,0.26,0,0.26,0.03,0.1,0.13,0.03,0.13
Giorgos Kyriakopoulos,12,9,766,8.5,1,1,2,1,0,0,3,0,1.1,1.1,1.4,2.5,17,32,46,0.12,0.12,0.23,0.12,0.23,0.13,0.17,0.29,0.13,0.29
Sam Lammers,19,13,1100,12.2,1,1,2,1,0,0,1,0,2.5,2.5,1.2,3.7,17,19,65,0.08,0.08,0.16,0.08,0.16,0.2,0.1,0.3,0.2,0.3
Sam Lammers,14,10,883,9.8,1,1,2,1,0,0,0,0,2.3,2.3,0.7,2.9,9,19,67,0.1,0.1,0.2,0.1,0.2,0.23,0.07,0.3,0.23,0.3
Kevin Lasagna,26,17,1572,17.5,1,2,3,1,0,0,2,0,6,6,1.7,7.7,36,19,105,0.06,0.11,0.17,0.06,0.17,0.35,0.09,0.44,0.35,0.44
Armand Lauriente,28,27,2175,24.2,7,6,13,6,1,1,10,1,4.7,3.9,6.2,10.1,127,90,263,0.29,0.25,0.54,0.25,0.5,0.19,0.26,0.45,0.16,0.42
Valentino Lazaro,23,15,1373,15.3,0,3,3,0,0,0,4,0,0.4,0.4,2.7,3.1,44,74,84,0,0.2,0.2,0,0.2,0.03,0.18,0.21,0.03,0.21
Marko Lazetić,1,0,9,0.1,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,0,3,0,0,0,0,0,0.63,0,0.63,0.63,0.63
Darko Lazović,30,27,2242,24.9,4,5,9,4,0,0,0,0,3.6,3.6,6.4,10,72,81,167,0.16,0.2,0.36,0.16,0.36,0.14,0.26,0.4,0.14,0.4
Manuel Lazzari,28,22,1879,20.9,0,0,0,0,0,0,8,0,0.3,0.3,0.7,1,98,64,74,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05
Rafael Leão,35,28,2421,26.9,15,8,23,15,0,0,7,1,10.8,10.8,7,17.9,136,122,235,0.56,0.3,0.86,0.56,0.86,0.4,0.26,0.66,0.4,0.66
Mehdi Léris,32,29,2460,27.3,1,1,2,1,0,0,13,0,3.4,3.4,1.8,5.2,56,62,165,0.04,0.04,0.07,0.04,0.07,0.13,0.07,0.19,0.13,0.19
Karol Linetty,32,22,1886,21,1,0,1,1,0,0,8,0,1,1,0.9,1.9,27,73,32,0.05,0,0.05,0.05,0.05,0.05,0.04,0.09,0.05,0.09
Marcin Listkowski,5,0,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,6,1,4,0,0,0,0,0,0.06,0,0.06,0.06,0.06
Diego Llorente,9,5,573,6.4,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,2,12,3,0,0,0,0,0,0.06,0.01,0.07,0.06,0.07
Stanislav Lobotka,38,34,3101,34.5,1,1,2,1,0,0,2,0,0.6,0.6,1,1.6,51,172,39,0.03,0.03,0.06,0.03,0.06,0.02,0.03,0.05,0.02,0.05
Manuel Locatelli,32,29,2446,27.2,0,2,2,0,0,0,8,0,1.5,1.5,1.8,3.2,25,134,37,0,0.07,0.07,0,0.07,0.05,0.07,0.12,0.05,0.12
Luka Lochoshvili,25,22,1839,20.4,1,2,3,1,0,0,4,0,0.6,0.6,1.1,1.7,17,70,5,0.05,0.1,0.15,0.05,0.15,0.03,0.05,0.08,0.03,0.08
Ademola Lookman,31,20,1729,19.2,13,6,19,10,3,3,3,0,9.1,6.7,6.6,13.3,73,79,185,0.68,0.31,0.99,0.52,0.83,0.47,0.34,0.82,0.35,0.69
Maxime Lopez,30,25,2296,25.5,0,0,0,0,0,0,11,0,1,1,2.1,3.1,54,210,40,0,0,0,0,0,0.04,0.08,0.12,0.04,0.12
Matteo Lovato,17,8,814,9,0,0,0,0,0,0,2,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0
Sandi Lovrić,37,28,2335,25.9,5,6,11,5,0,0,4,0,4.8,4.8,3.2,8,42,105,90,0.19,0.23,0.42,0.19,0.42,0.18,0.12,0.31,0.18,0.31
Hirving Lozano,32,20,1605,17.8,3,3,6,2,1,1,3,0,5.4,4.6,3.3,7.9,86,49,190,0.17,0.17,0.34,0.11,0.28,0.3,0.19,0.49,0.26,0.45
Jhon Lucumí,33,33,2900,32.2,0,1,1,0,0,0,8,0,0.7,0.7,0.4,1,37,84,6,0,0.03,0.03,0,0.03,0.02,0.01,0.03,0.02,0.03
José Luis Palomino,15,8,759,8.4,1,0,1,1,0,0,4,0,0.5,0.5,0.3,0.8,3,29,3,0.12,0,0.12,0.12,0.12,0.06,0.03,0.1,0.06,0.1
Romelu Lukaku,25,19,1660,18.4,10,6,16,8,2,2,1,0,9,7.4,4.1,11.5,34,41,159,0.54,0.33,0.87,0.43,0.76,0.49,0.22,0.71,0.4,0.62
Saša Lukić,16,13,1195,13.3,2,0,2,1,1,1,4,0,1.7,0.9,1.4,2.3,26,44,33,0.15,0,0.15,0.08,0.08,0.13,0.11,0.23,0.07,0.18
Sebastiano Luperto,36,36,3135,34.8,2,0,2,2,0,0,4,2,1.2,1.2,0.6,1.9,13,72,3,0.06,0,0.06,0.06,0.06,0.04,0.02,0.05,0.04,0.05
Charalambos Lykogiannis,21,11,1108,12.3,2,0,2,2,0,0,3,0,0.8,0.8,1.5,2.3,32,60,47,0.16,0,0.16,0.16,0.16,0.06,0.12,0.19,0.06,0.19
Giulio Maggiore,16,11,894,9.9,0,0,0,0,0,0,2,0,0.5,0.5,0.5,0.9,7,53,13,0,0,0,0,0,0.05,0.05,0.1,0.05,0.1
Giangiacomo Magnani,24,19,1532,17,0,1,1,0,0,0,7,1,0.5,0.5,0.2,0.7,5,32,5,0,0.06,0.06,0,0.06,0.03,0.01,0.04,0.03,0.04
Mike Maignan,22,22,1978,22,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.05,0.05,0,0.05,0,0,0,0,0
Jordan Majchrzak,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jean-Victor Makengo,16,11,805,8.9,0,1,1,0,0,0,2,0,0.4,0.4,0.5,0.8,18,36,31,0,0.11,0.11,0,0.11,0.04,0.05,0.09,0.04,0.09
Lorenzo Malagrida,6,0,109,1.2,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,1,4,10,0,0,0,0,0,0.12,0.09,0.21,0.12,0.21
Daniel Maldini,18,4,628,7,2,0,2,2,0,0,1,0,1.2,1.2,0.5,1.7,13,10,34,0.29,0,0.29,0.29,0.29,0.17,0.07,0.24,0.17,0.24
Youssef Maleh,7,4,297,3.3,0,0,0,0,0,0,2,0,0.6,0.6,0.6,1.2,3,11,17,0,0,0,0,0,0.17,0.2,0.36,0.17,0.36
Youssef Maleh,17,7,674,7.5,0,1,1,0,0,0,3,0,0.3,0.3,0.3,0.6,9,19,19,0,0.13,0.13,0,0.13,0.04,0.04,0.08,0.04,0.08
Ruslan Malinovskyi,15,5,553,6.1,1,2,3,1,0,0,2,0,0.6,0.6,2,2.6,19,50,36,0.16,0.33,0.49,0.16,0.49,0.1,0.33,0.43,0.1,0.43
Gianluca Mancini,35,33,2858,31.8,1,2,3,1,0,0,7,0,2.3,2.3,1.6,3.9,17,93,19,0.03,0.06,0.09,0.03,0.09,0.07,0.05,0.12,0.07,0.12
Rolando Mandragora,29,22,1950,21.7,2,4,6,2,0,0,8,0,1.5,1.5,4.9,6.4,18,142,59,0.09,0.18,0.28,0.09,0.28,0.07,0.23,0.3,0.07,0.3
Federico Marchetti,1,0,66,0.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riccardo Marchizza,10,3,283,3.1,0,1,1,0,0,0,1,0,0,0,0.3,0.3,3,15,15,0,0.32,0.32,0,0.32,0,0.1,0.1,0,0.1
Gian Marco Ferrari,33,24,2223,24.7,1,0,1,1,0,0,5,0,1.2,1.2,0.4,1.6,11,101,4,0.04,0,0.04,0.04,0.04,0.05,0.02,0.07,0.05,0.07
Pablo Marí,30,28,2487,27.6,1,0,1,1,0,0,4,0,0.6,0.6,0.3,1,6,57,3,0.04,0,0.04,0.04,0.04,0.02,0.01,0.04,0.02,0.04
Răzvan Marin,33,28,2538,28.2,2,4,6,2,0,0,7,0,1.4,1.4,4.2,5.5,35,118,27,0.07,0.14,0.21,0.07,0.21,0.05,0.15,0.2,0.05,0.2
Marlon,28,18,1592,17.7,0,0,0,0,0,0,7,1,0.3,0.2,0.3,0.6,19,63,12,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03
Luca Marrone,2,2,135,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,4,0,0,0,0,0,0,0.07,0,0.07,0.07,0.07
Lautaro Martínez,38,27,2576,28.6,21,6,27,20,1,2,3,0,18.1,16.5,5.4,21.9,49,83,172,0.73,0.21,0.94,0.7,0.91,0.63,0.19,0.82,0.58,0.76
Lucas Martínez Quarta,27,25,2171,24.1,1,1,2,1,0,0,6,0,2.5,2.5,0.6,3.1,19,119,6,0.04,0.04,0.08,0.04,0.08,0.1,0.02,0.13,0.1,0.13
Adam Marušić,33,31,2760,30.7,0,2,2,0,0,0,8,1,0.7,0.7,1.1,1.8,38,116,43,0,0.07,0.07,0,0.07,0.02,0.03,0.06,0.02,0.06
Adam Masina,14,8,789,8.8,2,0,2,2,0,0,2,0,0.1,0.1,0.2,0.3,4,24,6,0.23,0,0.23,0.23,0.23,0.01,0.02,0.03,0.01,0.03
Nemanja Matić,35,16,1852,20.6,2,2,4,2,0,0,5,0,1,1,2.6,3.6,50,134,17,0.1,0.1,0.19,0.1,0.19,0.05,0.13,0.17,0.05,0.17
Luís Maximiano,1,1,5,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasquale Mazzocchi,27,23,1958,21.8,2,3,5,2,0,0,2,0,1.3,1.3,2.6,3.9,70,60,102,0.09,0.14,0.23,0.09,0.23,0.06,0.12,0.18,0.06,0.18
Weston McKennie,15,13,1052,11.7,1,1,2,1,0,0,0,0,0.9,0.9,0.7,1.6,19,39,54,0.09,0.09,0.17,0.09,0.17,0.08,0.06,0.14,0.08,0.14
Gary Medel,29,17,1478,16.4,0,1,1,0,0,0,5,0,0.1,0.1,0.4,0.5,1,58,5,0,0.06,0.06,0,0.06,0,0.02,0.03,0,0.03
Soualiho Meïté,31,28,2366,26.3,0,2,2,0,0,0,5,0,0.5,0.5,0.7,1.2,26,82,22,0,0.08,0.08,0,0.08,0.02,0.03,0.04,0.02,0.04
Alex Meret,34,34,3060,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yıldırım Mert Çetin,1,1,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior Messias,25,19,1498,16.6,5,2,7,5,0,0,3,0,2.3,2.3,0.8,3,45,54,137,0.3,0.12,0.42,0.3,0.42,0.14,0.05,0.18,0.14,0.18
Tommaso Milanese,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0.2,0.2,2,2,1,0,0,0,0,0,0,0.63,0.63,0,0.63
Nikola Milenković,27,23,2137,23.7,2,1,3,2,0,0,4,0,1.9,1.9,0.5,2.4,9,78,3,0.08,0.04,0.13,0.08,0.13,0.08,0.02,0.1,0.08,0.1
Arkadiusz Milik,27,17,1586,17.6,7,1,8,7,0,1,3,1,6.5,5.7,2.1,7.7,10,34,85,0.4,0.06,0.45,0.4,0.45,0.37,0.12,0.49,0.32,0.44
Sergej Milinković-Savić,36,34,3022,33.6,9,8,17,9,0,0,10,0,6.8,6.8,7.1,13.9,47,166,129,0.27,0.24,0.51,0.27,0.51,0.2,0.21,0.41,0.2,0.41
Vanja Milinković-Savić,38,38,3420,38,0,0,0,0,0,0,4,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
Kim Min-jae,35,35,3050,33.9,2,2,4,2,0,0,5,0,1,1,1.9,2.9,42,169,8,0.06,0.06,0.12,0.06,0.12,0.03,0.06,0.09,0.03,0.09
Aleksei Miranchuk,29,24,2089,23.2,4,5,9,4,0,0,0,0,2.9,2.9,4.2,7.1,47,99,105,0.17,0.22,0.39,0.17,0.39,0.12,0.18,0.3,0.12,0.3
Antonio Mirante,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabio Miretti,27,14,1234,13.7,0,2,2,0,0,0,2,0,2.4,2.4,1.3,3.8,33,60,85,0,0.15,0.15,0,0.15,0.18,0.1,0.27,0.18,0.27
Filippo Missori,3,2,181,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
Henrikh Mkhitaryan,31,24,1986,22.1,3,2,5,3,0,0,4,0,2.8,2.8,2.1,4.9,48,133,74,0.14,0.09,0.23,0.14,0.23,0.13,0.1,0.22,0.13,0.22
Salvatore Molina,5,1,229,2.5,0,0,0,0,0,0,1,0,0,0,0.1,0.1,9,7,22,0,0,0,0,0,0.02,0.04,0.05,0.02,0.05
Daniele Montevago,6,3,231,2.6,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.7,1,0,10,0,0,0,0,0,0.19,0.09,0.28,0.19,0.28
Lorenzo Montipò,37,37,3330,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikola Moro,26,12,1226,13.6,1,5,6,1,0,0,1,0,0.8,0.8,2.2,3,24,102,35,0.07,0.37,0.44,0.07,0.44,0.06,0.16,0.22,0.06,0.22
Dany Mota,29,21,1912,21.2,5,1,6,5,0,0,2,0,5.1,5.1,2.1,7.3,66,34,166,0.24,0.05,0.28,0.24,0.28,0.24,0.1,0.34,0.24,0.34
João Moutinho,4,0,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.05,0.05,0,0.05
Mert Müldür,2,1,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Muriel,29,10,1073,11.9,3,3,6,2,1,1,2,2,2.8,2,3.5,5.6,53,71,124,0.25,0.25,0.5,0.17,0.42,0.24,0.3,0.53,0.17,0.47
Jeison Murillo,20,12,1057,11.7,0,0,0,0,0,0,6,1,0.2,0.2,0,0.2,8,35,3,0,0,0,0,0,0.02,0,0.02,0.02,0.02
Nicola Murru,20,5,784,8.7,0,0,0,0,0,0,3,0,0,0,0.1,0.1,7,27,13,0,0,0,0,0,0,0.01,0.01,0,0.01
Juan Musso,24,24,2077,23.1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
Joakim Mæhle,34,25,2209,24.5,3,3,6,3,0,0,5,1,3,3,2.9,5.9,81,137,186,0.12,0.12,0.24,0.12,0.24,0.12,0.12,0.24,0.12,0.24
Herculano Nabian,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michel Ndary Adopo,9,3,264,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,2,10,4,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04
Tanguy Ndombele,30,8,807,9,1,0,1,1,0,0,5,0,1,1,0.5,1.4,27,52,33,0.11,0,0.11,0.11,0.11,0.11,0.05,0.16,0.11,0.16
Ilija Nestorovski,21,5,638,7.1,2,1,3,2,0,0,3,0,1.6,1.6,0.5,2.1,1,19,29,0.28,0.14,0.42,0.28,0.42,0.23,0.07,0.29,0.23,0.29
Cyril Ngonge,14,9,745,8.3,3,1,4,3,0,0,2,0,2,2,0.6,2.5,18,13,40,0.36,0.12,0.48,0.36,0.48,0.24,0.07,0.31,0.24,0.31
Hans Nicolussi Caviglia,12,6,586,6.5,1,0,1,1,0,0,2,0,0.4,0.4,0,0.5,4,19,2,0.15,0,0.15,0.15,0.15,0.07,0.01,0.07,0.07,0.07
Dimitris Nikolaou,36,34,2958,32.9,1,0,1,1,0,0,9,1,0.8,0.8,0.9,1.7,20,105,15,0.03,0,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.05
Samuel Ntanda,1,0,4,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,1,0,0,0,0,0,3.77,0,3.77,3.77,3.77
Bram Nuytinck,6,3,385,4.3,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Bram Nuytinck,19,19,1498,16.6,0,1,1,0,0,0,4,0,0.3,0.3,0.3,0.5,4,23,3,0,0.06,0.06,0,0.06,0.02,0.02,0.03,0.02,0.03
M'Bala Nzola,31,29,2653,29.5,13,2,15,10,3,3,8,0,11,8.6,2.5,11.1,50,50,215,0.44,0.07,0.51,0.34,0.41,0.37,0.09,0.46,0.29,0.38
Pedro Obiang,17,11,876,9.7,0,1,1,0,0,0,2,0,0.4,0.4,0.2,0.6,0,40,6,0,0.1,0.1,0,0.1,0.04,0.02,0.06,0.04,0.06
Guillermo Ochoa,20,20,1800,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marios Oikonomou,6,3,220,2.4,0,0,0,0,0,0,3,0,0.3,0.3,0,0.3,0,2,0,0,0,0,0,0,0.13,0,0.13,0.13,0.13
David Okereke,33,25,2266,25.2,7,0,7,6,1,1,4,0,5.9,5.2,1.1,6.3,56,70,144,0.28,0,0.28,0.24,0.24,0.24,0.04,0.28,0.2,0.25
Caleb Okoli,17,9,960,10.7,0,0,0,0,0,0,3,0,0.5,0.5,0,0.5,4,19,12,0,0,0,0,0,0.04,0,0.04,0.04,0.04
Mathías Olivera,30,17,1643,18.3,2,2,4,2,0,0,2,0,0.7,0.7,2.1,2.8,60,88,68,0.11,0.11,0.22,0.11,0.22,0.04,0.12,0.16,0.04,0.16
André Onana,24,24,2160,24,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,2,0,0,0,0,0,0,0,0,0,0,0
Divock Origi,27,10,1027,11.4,2,1,3,2,0,0,1,0,2.1,2.1,1.2,3.3,24,18,79,0.18,0.09,0.26,0.18,0.26,0.19,0.1,0.29,0.19,0.29
Riccardo Orsolini,32,22,2124,23.6,11,4,15,8,3,3,8,2,10.5,8.1,3.1,11.2,53,62,212,0.47,0.17,0.64,0.34,0.51,0.44,0.13,0.58,0.34,0.48
